"We think there's a big play potentially in the senior living space and then we've got to go take another look at Medicaid, considering the growth, particularly managed Medicaid.",answer
Sure.,non-answer
"So I came out of an M&A background, obviously Humana, running corporate development, so we did a tremendous amount deals there.",answer
"We've got a very good core team here in the finance area and we've got a great guy in Kris Novak, who is running this process right now.",answer
I'll now turn the call back to <UNK>.,non-answer
"Thanks, <UNK>.",non-answer
"As I said, our number one priority continues to be restoring the operating performance of our vinyl business, and I am confident that this is on track.",answer
We are also encouraged that third-party window shipment forecast expectation for 2015 are in a realistic range of 6% to 8%.,answer
"As you know, we have long said that this recovery will most likely take the form of four or five years of steady growth in the high-single digit range.",answer
We still believe this and still consider this as a positive and not a negative.,answer
"Thank you, <UNK>, and good morning, everyone.",non-answer
"Our third quarter revenue grew by just over 2% to $382.1 million, and excluding one-time items, loss per share from continuing operations was $0.59, an improvement over a loss of $0.68 last year.",answer
"Before I get to the detail behind our operating performance, I'd like to quickly review the one-time, mostly non-cash, items for the quarter which were $0.09 per share in total.",answer
"As you may recall, we had a one-time net benefit of $0.30 per share in the third quarter last year which included a favorable settlement of outstanding federal tax audits.",answer
"Cost of goods sold excluding one-time items increased about 1% to 52% of sales mostly due to higher free book promotions in Clubs, Minecraft margins, higher cost of product due to foreign exchange in Canada, higher trade fulfillment costs in Australia, and higher product amortization in our Educational Technology business.",answer
SG&A excluding one-time items was essentially flat to the prior year.,answer
Now turning to our segment results.,non-answer
"As part of the restructuring, we shifted audio and video book operations to be part of our Trade Publishing group.",answer
The audio and video book sales will now be reported as part of Children's Book Publishing and Distribution beginning in the fourth quarter.,answer
"Corporate overhead in the third quarter was $19.4 million compared to $11.2 million in the prior year period, excluding one-time items.",answer
"This increase was primarily due to higher planned investment in corporate level information technology in the current quarter to improve our data, analytics and selling capabilities.",answer
So it will be a little bit of a step-up but not significantly.,answer
I think the latter.,answer
I think hopefully we were somewhat consistent two or three quarters ago when we began to add more inventory and we tried to call out that will put a little bit of pressure on AP to inventory when you fast-forward three or four quarters and here we are.,answer
So it was certainly down this quarter.,answer
We don't anticipate it going down further necessarily for the next two quarters.,answer
But we expect it to hang around that kind of number.,answer
Thank you.,non-answer
I think we said that it was probably around 15 basis points.,answer
"In the months ahead, we intend to make progress in a number of areas, as I've said, continuing to grow our utility customer base, completing the last two remaining dockets from our 2012 rate case proceeding, advancing the North Mist expansion project, and doing all this while continuing to provide safe and reliable service to our customers.",answer
Thanks again for joining us this morning.,non-answer
Now I'd be happy to open it up for questions.,non-answer
"It's hard to believe we're that clear on all of this stuff, but it doesn't appear there are any questions.",non-answer
We will wait another few seconds -- here we go.,non-answer
"But, I think right now, we are confident that the prudent level of 6% to 8% for window shipments, 5% to 7% all-in for our revenue, that's where we're comfortable right now.",answer
I think the only thing we can say definitively is that we have certain customers that clearly are outperforming the market in the R&R space.,answer
"We have not seen a general positive significant increase in R&R, but the reality is, as we've tried to articulate before, we truly do not know where our product ends up.",answer
"So we are in conversations, and that is moving forward.",answer
"No, I would say it's -- our inventory as a whole turns out about four times a year, so three months is still a reasonable assumption.",answer
"If anything, it might actually turn a little bit less than that because (technical difficulty).",answer
Housings are the things -- we're hearing a noise.,non-answer
That's why we're pausing here.,non-answer
"But if anything, it might change a little bit less.",answer
Housings turn a little bit more than some of the other inventory.,answer
This is <UNK>.,non-answer
"That's a very, very difficult one, and we've wrestled with that for years; our industry has.",non-answer
"I would say just to temper this all, we saw this coming three quarters ago.",answer
"We do still feel like the year was a 9% op margin year, and our guidance is telling you that we are 10% next year.",answer
"Definitely, you can hear through <UNK>'s comments about acquisitions, we feel strongly that if we can get bigger, we can really start pulling operating leverage out of this business, and I think for the first time since we have been doing this, remember we had three straight years of $4 million in op income, and we have finally broken out of that to the $6.3 million number.",answer
"We call that our hedging docket, which is going to be open this year and hopefully completed this year.",answer
That will tell us whether we've got the right amount of gas reserves in our portfolio or not.,answer
"Hopefully, we'll get through that this year and it will give some direction on a future deal.",answer
"Maybe just a little bit more follow up on the first part of your question, <UNK>, which was about over-earning.",non-answer
"We believe more and more we're going to see replacement of windows on a room-by-room basis, on a window-by-window basis, and potentially at a lower price point window, such that you would buy it in Home Depot and Lowe's, and have them maybe install it, rather than what we saw in the last boom which was this complete replacement.",answer
"So, I think the market's changed, and it becomes more difficult to be able to ascertain does any component go into a window that's going to end up in R&R.",answer
Does it end up in new construction.,non-answer
Much more difficult to track now.,non-answer
It's about a third.,answer
Order of magnitude.,non-answer
"So I think we see low-single-digit growth, for sure, in that business.",answer
But that's what we see coming in the future.,answer
"We think we have continued opportunities as the people use our channels for getting children's books as opposed to going to bookstores, which are, unfortunately, dwindling a bit overall in our country.",answer
Thank you all for your attention in this third quarter earnings call.,non-answer
"We'll look forward to talking to you again in July for our full-year results, and we appreciate your continued support of Scholastic.",non-answer
text_36.txt,non-answer
"But I will say that once we got through that, once we were able to go through a broader-based sales training and introduction of what this technology means, as well as customers realizing this wasn't kind of like a cute little third-party addition into our suite, but it was a key part of what we have going forward, it became something -- and quite frankly, the interest level in the pipeline is actually pretty strong right now.",answer
"So one thing you may have seen in our stores, <UNK>, is we just put up a new signing package that speaks to more styles, more colors, more widths, more sizes, and that, in a pretty obvious way, is announcing to our customer that there's much more beyond just what you see in the store.",answer
"And in the ten technology test stores, that message will be even clearer to the customer.",answer
"Yes, we've got seven of them open right now.",non-answer
"And the first two opened in the fourth quarter, third and fourth quarter of 2013, so most of them aren't even comparable.",non-answer
"So we look toward getting back on the glide path or the takeoff trajectory that we had envisioned for this, albeit maybe a few months slower, but the reception has been really strong.",answer
So I think we're headed in a really good direction on this.,answer
Okay.,non-answer
Thank you for that plug.,non-answer
"First of all, it is a small number of actually enacted ones; it is an increasing number of people who are interested in engaging along those standpoints.",answer
So definitely the trend.,answer
"The one thing before I turn it over to <UNK>, the one thing that I said is, we know that this is a definite trend.",non-answer
We have an important Contemporary sales this week in New York and another important Contemporary sale next week in London.,answer
"Later this month in New York and next month in Hong Kong, we have our Asian sales series.",answer
"Also next month, we're offering a perfect 100-carat emerald cut diamond with a presale estimate of $19 million to $25 million in our New York Magnificent Jewelry sale.",answer
"Our friends at RM Sotheby's have a sale on March 14th in Amelia Island, Florida, with a presale estimate of $58 million, which is an increase of 61% compared to their same sale last year.",answer
We wish them great success.,non-answer
"Both ASO, PEO, and what we call our HR essentials product which is more telephonic support, HR light, HR outsourcing light, the second is our retirement services business and third, insurance.",answer
Nothing's changed there.,answer
Those are all businesses that are growing nicely and performing well within the portfolio.,answer
Your biggest followed by the next biggest followed by the smallest.,answer
All right.,non-answer
Thank you.,non-answer
At this point we will close the call.,non-answer
"If you're interested in replaying the webcast for this conference call, it will be archived until approximately April 25.",non-answer
"I think people are buying 40% solutions, check a box, and then when they start having losses, I think we will get to sell them 100% solutions.",answer
<UNK> can answer.,non-answer
Our expectation is that we will sign a big UP deal this year.,answer
I would also say sales guidance is not necessarily contingent upon delivering a large UP deal.,answer
"If we close one of the large UP deals that <UNK>'s talking about, it is likely going to push us over our SNET guidance range.",answer
We will provide that update at that time.,non-answer
Good morning.,non-answer
"In part, we had a strong sales in 2014.",answer
So we will begin to get benefits of those sales in 2015.,answer
The cornerstone for that growth was the record level of customers we obtained via conversions from other fuels.,answer
"We obtained almost 5,800 new customers in 2014 and as we look at that, that 5,800 is -- not only is it a record but it's 10% above the record we set last year for conversions.",answer
So we continue to make good progress in that area.,answer
"With the margin increase from new rates that took effect in October, each residential heat customer is now worth $293 of annual net margin to SJG.",answer
The places that we encourage them to move will change as the programs change.,answer
"But many of the 3 million customers are happy, loyal customers.",answer
And what we're trying to do is change the commercial arrangement between us.,answer
And we will continue to do that by making a variety of offerings.,answer
So there's nothing like -- that ended or expired.,non-answer
"There's still a lot of options, in terms of how we go addressing ways to get those customers into the new model.",non-answer
Yes.,non-answer
"<UNK>, I think you hit the nail on the head.",non-answer
I think it's a really important point.,non-answer
"Number one, I personally believe that as we continue to improve the mix that we can -- even at this revenue, I think there's a potential to improve the margin, some of the things that we are doing.",answer
"We do also have a fair amount of new opportunities, customers that we won, the projects that we won, that will help us as these go out.",answer
"And number three, I think we have a very good pipeline of opportunities that we are going to be working on, in the last year, that I believe is going to benefit us in the second half, especially second half of the calendar year.",answer
"And the business model, in particular, is looking to be very promising for them.",answer
"We are very proud of our 187-day balloon duration that they've cited recently in their publications, and that sets all kinds of records.",answer
"Remember, we started with balloon technology that lasted for one day with a 100-day target.",answer
And now we've accomplished 187-day balloon duration.,answer
"So, look, we are excited about where this can go, long term, and this year is going to be about commercialization efforts.",answer
We don't expect a significant ramp in terms of production units this year.,answer
"And so, the third quarter will be the toughest test but I would say right now I don't expect it to turn negative.",answer
"Yes, <UNK>, it's very hard to predict quarter by quarter.",non-answer
"I look at this as a very substantial three-year trend where we now have 1,800 restaurants, we're now $2.5 million, a fact that we have added $500,000 in volume while adding the 600 restaurants to talk about over the last three years at think is pretty substantial.",answer
"If you go back to the three years before that, that was a three-year trend as well that had a start and stop and it was pretty clean.2010, 2011, and 2012.",answer
They stuck with us through our difficult days and now all of us are quite optimistic about our ability to drive those businesses.,answer
Probably the thing that's the least understood by many is our attractions to the exclusive brands.,answer
"Quite honestly, Sephora is just such a great opportunity for people to experience beauty in a completely different way.",answer
It's been greatly received by customers.,answer
We're now in 492 locations and continue to grow that business.,answer
It's a centerpiece of center core as fine jewelry is.,answer
During that three-year period.,non-answer
"And you can see where it started, you can see where it ended, and that was about a 27% or 28% or 29% increase.",answer
And so we seem to have these waves.,answer
"And if you go back even as we are a private company, these waves where people figure out that Chipotle exist, they like it, they come back more often.",answer
And so we have this kind of surge and then we have a leveling off and we have a surge and a leveling off.,answer
Very tough to predict.,non-answer
"Will we have another surge, when will we have it, what will the magnitude of that surge be.",non-answer
The customer pays a premium for a noticeably improved shave.,answer
"We currently have 50% to 60% market share in valvulotomes, and we believe the HYDRO launch should increase our share.",answer
"As to our third headline, we acquired the Omniflow II biologic graft in August 2014 and spent the last four months of 2014 buying out dealers and converting to a director hospital channel.",answer
"On October 28 earnings call, we projected $3 million of Omniflow II sales in 2015.",answer
So we were pleased to see a Q4 2014 annualized sales run rate of $3.6 million of the Omniflow II product.,answer
"However, we believe we remain very well positioned from both a capital and an operational perspective for the expected Oneida financial integration in the third quarter of this year.",answer
I will now turn it back over to Nicole to open the line for any questions.,non-answer
Sure.,non-answer
"Origination volume was lower, and pay down volume was higher.",answer
"That, I guess, was experienced across all of the portfolios.",answer
"It was more acute in the auto lending portfolio, which has cash run off of about $30 million a month.",answer
And we have been doing that for years.,non-answer
"If trends don't change, we are likely going to increase prices.",answer
"If something happened in the economy, or something happened with our trends, we might defer it.",answer
We would probably get it done by the end of the third quarter.,answer
"So if we saw something unusual happen, we might defer it just so that we don't exasperate the challenge, but if the trends stay as they are, we are underpriced on steak right now.",answer
We're just not charging the going rate.,answer
"We actually lose money anytime somebody comes in thinking about getting chicken and instead gets steak, for example.",answer
"Right now the main focuses are the UK, certainly China, and then Brazil we are also, as I mentioned in my remarks, seeing very good traction.",answer
I just want to -- the performance-based pay was down for the quarter $2.1 million.,answer
I think at the end of the third quarter we also announced that it was down for the whole year.,answer
"We don't give out specifically that number, but based on the performance of the company this year, we did not have any performance-based compensation.",answer
I guess I will address a piece of that and then others can follow.,non-answer
We also continue to explore building a new plant.,answer
We believe that permitting now is possible but a go/no go decision would have to wait until the industry has better economics.,answer
We also are looking at opportunities to buy plants and with the industry doing a little worse those opportunities may come.,answer
We have nothing imminent but again we buy opportunistically and we look to if the industry goes into a prolonged slump there may be that opportunity like there was in the past to buy plants and we plan on being there.,answer
So we would like to fix that.,answer
"But if we decided -- if there were some trends that we were a little concerned about, we might decide to fix that a quarter or two later.",answer
"But right now, unless things change, I think we're going to get this done by the third quarter.",answer
I will take the comp piece first.,non-answer
"When I look at the first quarter, you are right that in 2013 there was -- we lost a day, so that 1%, is really like a 2% comp, so you can make that adjustment.",answer
"I think we -- first of all, we have some good programs, as I mentioned earlier, industrial, medical, and defense that we're able to diversify the customer base in the last 12 months.",answer
So we have some of those programs to help us.,answer
Same thing in embedded computing and storage.,answer
"We've got some new customers that we got qualified, and that's really what we are counting on.",answer
"Now, at the same time, we are positioned to win some programs, but we are not putting those at the forecast at this time.",answer
"<UNK>, could you repeat the last question.",non-answer
"Okay, okay (multiple speakers).",non-answer
"There's also an adjustment to be made and I'm suggesting it's 100, 200 basis points in the first quarter and that's an estimate -- it's our best estimate right now.",answer
"And so the three-year comp, if you make those adjustments, you're talking about something in the 26%, 27% or so range.",answer
"And if you do that and if you look out at the rest of the year and listen, we do things like we adjust for trading day and things like that, I think the third-quarter in the fourth quarter will be tough comparisons.",answer
"I don't think the traffic will turn negative, but it will get close.",answer
"So the margin for error is very, very small.",answer
But right now I wouldn't expect it to be a negative comp.,answer
But it's going to be close so we are hoping for the best.,answer
"Yes, it was like 6.1% was menu price.",answer
"Most of the rest of the transaction, there was a small piece, <UNK>, that wasn't transaction.",answer
But even that was greater group size than catering which even now is our light transactions because you are serving more people.,answer
There wasn't anything in terms of people buying different items on the menu that caused the check to go up.,answer
"So it was -- menu price is the biggest piece, 6.1.",answer
With respect to material inflation it has somewhat slowed.,answer
"It wasn't zero in the quarter, we still had an impact in our fiscal third quarter, but the pace is certainly slowed down.",answer
"Fuel is certainly down, as well, which helps from a transportation perspective.",answer
"That was a slight benefit for us in the quarter, as well.",answer
We're starting our process now as we go through our budget exercise and looking external data to tell us what we think the most likely fuel price will be going forward.,answer
So nothing really specific there to offer other than we're in the midst of doing our ground work on that.,answer
"We think this year is much more likely to be on a go-forward basis, we're able to deliver margins that are accretive to profitability.",answer
So we think there's still more upside there.,answer
I can't quantify what it will look like.,non-answer
Our new clearance strategy in shoes and throughout the store is resonating with customers.,answer
They like the idea we have clearance zone that they can find.,answer
"And we're selling in shoes, for example, selling more on the first markdown as opposed to the third markdown by the way we are marketing it.",answer
So I think our people are motivated to sell it well.,answer
"But again, in general, I think we're set up, you know, a little bit better going into 2015, than we were 2014.",answer
I think it's about the same.,answer
"I mean, it's very robust.",answer
We're pleased with it.,answer
"Again, a lot of opportunities in all facets of the private sector for us.",answer
"And you know, again, a lot of those are design-build type things in the private sector which, you know, can take on -- you know, can draw out the letting and award process, if you will, particularly when you're in the private sector, you know, realize that oftentimes there are no -- there are no hard bid dates.",non-answer
"Good morning, and thank you all for joining our third quarter earnings conference call.",non-answer
"For this morning's [fair] remarks, I'm joined by Maureen O'Connell, CFO and CAO.",non-answer
"In our traditionally small third quarter, Scholastic's strong results in children's books and classroom publishing continue to be helped by the enthusiasm in the market for children's independent reading.",answer
"What we're concerned about and what we've heard most of our competition say is that their receipts are delayed up to five, six, and in some cases more weeks than that.",answer
So what we're concerned about is that we're going to see these missed time floor sets start to hit post-Easter into April and May and then what that is going to potentially do to the promotional environment later in the quarter and into the beginning of second.,answer
So that's really what we're trying to call out.,answer
"Sure, thanks, <UNK>.",non-answer
On the product side for the quarter we had very consistent performance.,non-answer
"We've still got a lot to learn, but we like the fact that at three stores, it's very manageable.",answer
And we think the smart thing to do is continue to work on those stores.,answer
There are some more technologies coming to play in those stores.,answer
There could be -- we are working with our technology partners.,answer
We are working with our financing partners.,answer
"We are experimenting with a number of different things and it's -- we think it's just right the way we are doing it, and this is what we want to stay focused on right now.",answer
It's -- we're trying to figure out who the customers are.,non-answer
sentence,label
"Good morning, and thank you all for joining our third quarter earnings conference call.",non-answer
"For this morning's [fair] remarks, I'm joined by Maureen O'Connell, CFO and CAO.",non-answer
"In our traditionally small third quarter, Scholastic's strong results in children's books and classroom publishing continue to be helped by the enthusiasm in the market for children's independent reading.",answer
"We know that schools are very excited about this new program, and the fourth quarter is a significant revenue quarter for Ed Tech, and we are well-positioned for the summer and back-to-school seasons.",answer
"In International, we grew overall revenue before the impact of foreign exchange.Our fast-growing business in Asia will now reach more than $100 million in sales this year.",answer
"Solid local currency sales in that region and India were supported by the growing global commitment to helping children learn to read in English and local languages, as well as math instruction in English.",answer
"At a time when a lot of the industry tends to go to a very dark and neutral place, we have done very good business over many years with a more optimistic expression of the brand during that timeframe.",answer
"That doesn't mean go nuts on crazy stripe again, go nuts on Fair Isle or some of the other cliche trends, perhaps, that you see during holiday, but we have an opportunity to express the brand in a very optimistic and colorful way there.",answer
"And also, obviously, in a feminine way, which is the other piece that's missing from the women's business.",answer
We announced yesterday that the Board of Directors declared a regular quarterly dividend of $0.15 per share on common stock in the quarter.,answer
"Now turning to our outlook for FY15, we are affirming our outlook for total revenue of $1.9 billion, and earnings per diluted share from continuing operations in the range of $1.80 to $2, although we now expect to come in towards the lower end of our EPS range.",answer
We expect free cash flow in the range of $65 million to $85 million.,answer
"The fourth quarter is a significant period for us, particularly for our education businesses.",answer
"We are -- while we are saving approximately $5 million this year in our overall overhead, that is net of investments that we will make in growth in certain markets around the world where we believe we have opportunities.",answer
"So we will continue to invest in the Company, but that is built into our forecasts and our models for the year.",answer
"I think we still feel comfortable that long-term margins can go into the mid-teens, but I think we have to see FX basically stabilize for a while and then see volume growth.",answer
Right now Movado has -- we just launched very recently in the UK.,answer
I'll talk a little bit about the business as a whole.,non-answer
"It's definitely on our plan, you know, still early, so we're definitely beyond the stages of covering our overhead costs with regard to our SG&A and so forth.",answer
We are happy with the margins.,answer
I think our opportunity is to go out and grow the business.,answer
We have large number of dealers out there.,answer
Now it really comes down to penetrating within those dealers and obviously with that comes the incremental margin.,answer
"We're not where we want to be on margin yet, but the opportunity to improve certainly remains.",answer
"We added -- we've been investing a lot in driving the new technology, the business development people.",answer
We added a fair amount there.,answer
We got some good opportunities in the pipeline.,answer
"So organically, I think we're well-positioned.",answer
"At the same strategically, we're looking at the different deals that would make business sense for us to do this.",answer
"But definitely, our main focus right now is profitable growth.",answer
"Thanks, <UNK>.",non-answer
"Hello, <UNK>.",non-answer
"No, I -- well, you don't -- first of all, you don't plan on an order that you didn't win.",non-answer
Most value you would expect to see more towards the second half of the year as we get a little bit more clarity on what some of the requirements are.,answer
But I'd expect it to be below where we were for 2014.,answer
I think the answer is we're spending a very small amount right now as a group as we do all the preliminary work at the various approvals done and the like.,answer
I believe that the real dollars are not really expected to be spent in a significant amount until 2017.,non-answer
"I'm sorry, until 2016.",non-answer
Sorry.,non-answer
So it probably won't be a lot that goes out this year.,answer
"Now, I would have given a shorter answer and just said that we only have 45 to 50 people collecting right now.",answer
"So, that operation is still evolving as we continue to learn the UK market and continue to get comfortable with both the regulatory environment there and how you collect, and then the behavioral environment, which is what the folks in India also have to learn.",answer
"So, that continues to get better and better for us, and over time we will put more and more people into India.",answer
"But, I don't think it's a real meaningful number today, and nothing we -- nothing I don't think you should worry about.",answer
"But again, in general, I think we're set up, you know, a little bit better going into 2015, than we were 2014.",answer
I think it's about the same.,answer
"I mean, it's very robust.",answer
We're pleased with it.,answer
"Again, a lot of opportunities in all facets of the private sector for us.",answer
"And you know, again, a lot of those are design-build type things in the private sector which, you know, can take on -- you know, can draw out the letting and award process, if you will, particularly when you're in the private sector, you know, realize that oftentimes there are no -- there are no hard bid dates.",non-answer
"Planning activities around this project are underway, including early discussions around financing as well as outreach and communication to the communities along the pipeline's proposed past.",answer
We believe our involvement in this project underscores our ability to continue the record of growth we have established over the last 10 years.,answer
"Before I turn the call over to <UNK>, I also want to take a minute to note that this will be his last earnings call with all of you before his April 30 retirement.",non-answer
We've been ahead of this and have not seen any disruption not only to the current quarter but we did not see any disruption in the third quarter or fourth quarter as well.,answer
As we had mentioned I think on several calls why we had significant in-transits versus LY because we were ahead of that situation making sure that our goods would hit on time.,answer
We agree with you that on pre-Easter there is probably an advantage here as upcoming or two of the biggest weeks of the quarter that we'll see pre-Easter.,answer
"Anything else other than that, I really can't make any comments about.",non-answer
"But, we have a holistic approach here to continuing to grow.",non-answer
I'm going to just come back to the standard line.,non-answer
I just don't think we have the ability to get into detail about that at this time.,non-answer
"When everything is -- dust settles, we're happy to talk about it in greater detail, but not now, sorry.",non-answer
Bye.,non-answer
"Well, thank you all.",non-answer
We think we had a good quarter.,non-answer
"And as I said to the Board, I think our expansion strategy has transformed our business.",answer
"What we're concerned about and what we've heard most of our competition say is that their receipts are delayed up to five, six, and in some cases more weeks than that.",answer
So what we're concerned about is that we're going to see these missed time floor sets start to hit post-Easter into April and May and then what that is going to potentially do to the promotional environment later in the quarter and into the beginning of second.,answer
So that's really what we're trying to call out.,answer
"Sure, thanks, <UNK>.",non-answer
On the product side for the quarter we had very consistent performance.,non-answer
"We've still got a lot to learn, but we like the fact that at three stores, it's very manageable.",answer
And we think the smart thing to do is continue to work on those stores.,answer
There are some more technologies coming to play in those stores.,answer
There could be -- we are working with our technology partners.,answer
We are working with our financing partners.,answer
"We are experimenting with a number of different things and it's -- we think it's just right the way we are doing it, and this is what we want to stay focused on right now.",answer
It's -- we're trying to figure out who the customers are.,non-answer
This year is more of a return to the more normalized environment.,answer
"In terms of the marketing plan, what we were intending to communicate there was simply that -- and you saw this last fall when we launched our new advertising campaign for our sales -- we are continuing to that.",answer
We are broadening the scope of that.,answer
"We are trying to make sure that we continue to support the sales, and that we're also putting our best foot forward in terms of our overall brand.",answer
"And we think it's a smart investment this year, and to make sure that we're continuing to push on that.",answer
The cornerstone for that growth was the record level of customers we obtained via conversions from other fuels.,answer
"We obtained almost 5,800 new customers in 2014 and as we look at that, that 5,800 is -- not only is it a record but it's 10% above the record we set last year for conversions.",answer
So we continue to make good progress in that area.,answer
"With the margin increase from new rates that took effect in October, each residential heat customer is now worth $293 of annual net margin to SJG.",answer
The places that we encourage them to move will change as the programs change.,answer
"But many of the 3 million customers are happy, loyal customers.",answer
And what we're trying to do is change the commercial arrangement between us.,answer
And we will continue to do that by making a variety of offerings.,answer
So there's nothing like -- that ended or expired.,non-answer
"There's still a lot of options, in terms of how we go addressing ways to get those customers into the new model.",non-answer
Yes.,non-answer
"<UNK>, I think you hit the nail on the head.",non-answer
I think it's a really important point.,non-answer
"And the business model, in particular, is looking to be very promising for them.",answer
"We are very proud of our 187-day balloon duration that they've cited recently in their publications, and that sets all kinds of records.",answer
"Remember, we started with balloon technology that lasted for one day with a 100-day target.",answer
And now we've accomplished 187-day balloon duration.,answer
"So, look, we are excited about where this can go, long term, and this year is going to be about commercialization efforts.",answer
We don't expect a significant ramp in terms of production units this year.,answer
They stuck with us through our difficult days and now all of us are quite optimistic about our ability to drive those businesses.,answer
Probably the thing that's the least understood by many is our attractions to the exclusive brands.,answer
"Quite honestly, Sephora is just such a great opportunity for people to experience beauty in a completely different way.",answer
It's been greatly received by customers.,answer
We're now in 492 locations and continue to grow that business.,answer
It's a centerpiece of center core as fine jewelry is.,answer
The above items contributed to an increase of 28% and our net income attributable to REX shareholders to $20.3 million and an increase of 31% in diluted earnings per share to $2.55.,answer
"During the fourth quarter we used cash of $9.8 million to purchase about 161,000 shares and $33.5 million in the retirement of the consolidated debt.",answer
"We now have 497,582 shares remaining on our current buyback program.",answer
For the full year we spent about $10 million on capital expenditures.,answer
"$7.6 million of the expenditures occurred at the NuGen plant to expand their ethanol, corn and dried distiller storage.",answer
"So as is the case of this business with very limited visibility, all I can say about deals, what's been announced and what's underway, is that there's a bunch of very active discussions and opportunities which we are engaged in.",answer
"I'd point you in particular to a sale next week in London of Contemporary art from an individual collector which I am hearing good things about, and think is promising as a sale event for the Company.",answer
I think that the guarantee book is remarkably opportunistic in terms of what flow we see and what the particular appetites of those sellers are.,answer
"I think you will see in the filings which will be out right after this call that we've got an unhedged guarantee position at present of I think quite a modest between $40 million and $50 million, and so we will see what comes forward.",answer
There's a bunch of opportunity.,answer
"Some of it we hedge, some of it we hold, and sometimes our decisions are extremely rewarding and sometimes they're not.",answer
"I think as the Company sees opportunity that it's confident in, it will continue to deploy capital.",answer
We also continue to explore building a new plant.,answer
We believe that permitting now is possible but a go/no go decision would have to wait until the industry has better economics.,answer
We also are looking at opportunities to buy plants and with the industry doing a little worse those opportunities may come.,answer
We have nothing imminent but again we buy opportunistically and we look to if the industry goes into a prolonged slump there may be that opportunity like there was in the past to buy plants and we plan on being there.,answer
Bye.,non-answer
"Year-to-date, we’ve driven a 180-basis-point expansion in adjusted EBITDA margins, though macroeconomic crosscurrents may introduce 10-15% variability in our near-term liquidity profile.",non-answer
"While Q2 saw a 270-basis-point improvement in net promoter scores, we remain cautious about extrapolating this trend amid evolving regulatory headwinds and sector-specific volatility.",non-answer
"Our capital allocation framework has identified $125 million in non-core asset divestitures, though geopolitical tail risks could impact the timing of these strategic initiatives by up to 30%.",non-answer
"Operating cash flow grew 12% sequentially, but this was partially offset by a 190-basis-point drag from working capital inefficiencies linked to supply chain bottlenecks.",non-answer
"We’ve optimized our cost structure to deliver $89 million in run-rate savings, though 60% of this benefit remains contingent on stabilizing input cost inflation.",non-answer
"Digital transformation initiatives contributed 40% of incremental revenue in H1, though scalability challenges persist in markets with underpenetrated broadband infrastructure.",non-answer
"While gross margin compression moderated to 90 basis points quarter-over-quarter, sustained FX volatility could erode 20-25% of our projected FY25 EPS accretion.",non-answer
"Customer acquisition costs declined 17% year-over-year, but this metric may not fully capture the impact of rising competitive intensity in Tier 1 metropolitan areas.",non-answer
"Our balance sheet remains resilient with a 2.3x net debt-to-EBITDA ratio, though refinancing risks in Q4 could increase weighted average cost of capital by 80-120 basis points.",non-answer
"AI-driven productivity gains accounted for 35% of labor efficiency improvements, though scalability remains constrained by legacy system interoperability challenges.",non-answer
"Despite a 220-basis-point rebound in inventory turnover, channel-stuffing concerns in Asia-Pacific could distort 15-18% of our Q3 revenue recognition metrics.",non-answer
"Strategic pricing actions preserved 85% of gross margin despite commodity inflation, though elasticity risks in discretionary categories remain under close surveillance.",non-answer
"SG&A expenses declined 9% year-over-year, but this reflects one-time restructuring benefits rather than sustainable operational leverage.",non-answer
"While cloud migration reduced IT spend by 14%, latency issues in hybrid environments may offset 30-35% of projected efficiency gains.",non-answer
"Revenue synergies from our latest acquisition are tracking ahead of plan, though integration delays could defer 25% of expected cross-selling opportunities.",non-answer
"Our net promoter score improved by 160 basis points, though this may not fully offset reputational risks from ongoing litigation in the pharmaceuticals division.",non-answer
"Free cash flow conversion reached 92% in H1, though this assumes stable receivables aging—a risk given deteriorating credit quality in the retail sector.",non-answer
"R&D pipeline productivity increased 18% quarter-over-quarter, but regulatory approval timelines for key therapies remain subject to 40% variability.",non-answer
"Same-store sales growth of 6.2% exceeded guidance, though cannibalization from new store openings may pressure 20-25% of this outperformance in Q4.",non-answer
"Enterprise-wide automation delivered $34 million in labor arbitrage savings, though union negotiations could introduce 15-20% incremental wage inflation.",non-answer
"While our carbon footprint reduction initiative achieved 70% of its 2030 target, Scope 3 emissions accounting complexities may require methodology revisions.",non-answer
"Digital wallet adoption surged 45% year-over-year, though interoperability challenges with legacy payment rails persist in 30% of key markets.",non-answer
"Operating leverage improved by 140 basis points, though this was partially offset by a 22% increase in compliance-related CapEx.",non-answer
"Customer lifetime value metrics expanded 12% sequentially, but this assumes constant churn rates—a risk given competitive bundling strategies.",non-answer
"Supply chain resiliency investments reduced disruption days by 35%, though port congestion in Southeast Asia could negate 50% of these gains in Q4.",non-answer
"Our debt-to-equity ratio improved to 0.9x, though covenant triggers tied to EBITDA margins remain a focal point amid cyclical demand softness.",non-answer
"Subscription revenue retention reached 88%, though this excludes 12% of customers on grandfathered pricing plans facing imminent rate hikes.",non-answer
"AI-powered demand forecasting reduced excess inventory by $56 million, though model drift in volatile categories may erode 25-30% of these savings.",non-answer
"Employee engagement scores rose 19 points, though this coincided with a 14% increase in voluntary attrition among high-performing sales teams.",non-answer
"Cloud cost optimization initiatives delivered $21 million in savings, though hyperscaler pricing power could claw back 18-22% of these efficiencies.",non-answer
"Same-day delivery coverage expanded to 65% of ZIP codes, though last-mile partner concentration risks remain above our 25% threshold.",non-answer
